Name,Image,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Pattern Customize Options,Kit Cost,Kit Type,Cyrus Customize Price,Buy,Sell,Color 1,Color 2,Size,Surface,Exchange Price,Exchange Currency,Source,Source Notes,Season/Event,Season/Event Exclusive,HHA Base Points,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,HHA Category,Interact,Tag,Outdoor,Speaker Type,Lighting Type,Catalog,Version Added,Unlocked?,Filename,Variant ID,Internal ID,Unique Entry ID
curtain partition,#REF!,Gold,Frame,Light blue,Curtains,No,No,Yes,Default; Custom; Sable,1,Normal,1000,2900,725,Yellow,Aqua,2x0.5,No,2600,Poki,Nook's Cranny; HHP Office,,NA,NA,151,hospital,facility,None,None,None,Yes,Screen,No,Does not play music,No lighting,For sale,2.0.0,Yes,FtrScreenCurtain_Remake_1_5,1_5,13630,Gbo3RwT7ybAKzpYC8
curtain partition,#REF!,Gold,Frame,Black,Curtains,No,No,Yes,Default; Custom; Sable,1,Normal,1000,2900,725,Yellow,Black,2x0.5,No,2600,Poki,Nook's Cranny; HHP Office,,NA,NA,151,hospital,facility,None,None,None,Yes,Screen,No,Does not play music,No lighting,For sale,2.0.0,Yes,FtrScreenCurtain_Remake_1_6,1_6,13630,Qxji7eXFZPXCQ3DS7
curtain partition,#REF!,Gold,Frame,Ducks,Curtains,No,No,Yes,Default; Custom; Sable,1,Normal,1000,2900,725,Yellow,White,2x0.5,No,2600,Poki,Nook's Cranny; HHP Office,,NA,NA,151,hospital,facility,None,None,None,Yes,Screen,No,Does not play music,No lighting,For sale,2.0.0,Yes,FtrScreenCurtain_Remake_1_7,1_7,13630,es6NEQ8j7B36fBSS7
curtain partition,#REF!,Copper,Frame,Ivory,Curtains,No,No,Yes,Default; Custom; Sable,1,Normal,1000,2900,725,Brown,Beige,2x0.5,No,2600,Poki,Nook's Cranny; HHP Office,,NA,NA,151,hospital,facility,None,None,None,Yes,Screen,No,Does not play music,No lighting,For sale,2.0.0,Yes,FtrScreenCurtain_Remake_2_0,2_0,13630,y3mBmPcAuqK79hbfH
curtain partition,#REF!,Copper,Frame,Blue,Curtains,No,No,Yes,Default; Custom; Sable,1,Normal,1000,2900,725,Brown,Blue,2x0.5,No,2600,Poki,Nook's Cranny; HHP Office,,NA,NA,151,hospital,facility,None,None,None,Yes,Screen,No,Does not play music,No lighting,For sale,2.0.0,Yes,FtrScreenCurtain_Remake_2_1,2_1,13630,AoQKnM6PzfNWCvGJg
curtain partition,#REF!,Copper,Frame,Red,Curtains,No,No,Yes,Default; Custom; Sable,1,Normal,1000,2900,725,Brown,Red,2x0.5,No,2600,Poki,Nook's Cranny; HHP Office,,NA,NA,151,hospital,facility,None,None,None,Yes,Screen,No,Does not play music,No lighting,For sale,2.0.0,Yes,FtrScreenCurtain_Remake_2_2,2_2,13630,J6okEc8cobA2sTTFm
curtain partition,#REF!,Copper,Frame,Green,Curtains,No,No,Yes,Default; Custom; Sable,1,Normal,1000,2900,725,Brown,Green,2x0.5,No,2600,Poki,Nook's Cranny; HHP Office,,NA,NA,151,hospital,facility,None,None,None,Yes,Screen,No,Does not play music,No lighting,For sale,2.0.0,Yes,FtrScreenCurtain_Remake_2_3,2_3,13630,ZCWZ8jpJB4693bDW4
curtain partition,#REF!,Copper,Frame,Pink,Curtains,No,No,Yes,Default; Custom; Sable,1,Normal,1000,2900,725,Brown,Pink,2x0.5,No,2600,Poki,Nook's Cranny; HHP Office,,NA,NA,151,hospital,facility,None,None,None,Yes,Screen,No,Does not play music,No lighting,For sale,2.0.0,Yes,FtrScreenCurtain_Remake_2_4,2_4,13630,rWcfvX3PBvhP8kJgj
curtain partition,#REF!,Copper,Frame,Light blue,Curtains,No,No,Yes,Default; Custom; Sable,1,Normal,1000,2900,725,Brown,Aqua,2x0.5,No,2600,Poki,Nook's Cranny; HHP Office,,NA,NA,151,hospital,facility,None,None,None,Yes,Screen,No,Does not play music,No lighting,For sale,2.0.0,Yes,FtrScreenCurtain_Remake_2_5,2_5,13630,HCJwrnauy42PSjaFD
curtain partition,#REF!,Copper,Frame,Black,Curtains,No,No,Yes,Default; Custom; Sable,1,Normal,1000,2900,725,Brown,Black,2x0.5,No,2600,Poki,Nook's Cranny; HHP Office,,NA,NA,151,hospital,facility,None,None,None,Yes,Screen,No,Does not play music,No lighting,For sale,2.0.0,Yes,FtrScreenCurtain_Remake_2_6,2_6,13630,8A47ky9rdLAGvLkke
curtain partition,#REF!,Copper,Frame,Ducks,Curtains,No,No,Yes,Default; Custom; Sable,1,Normal,1000,2900,725,Brown,White,2x0.5,No,2600,Poki,Nook's Cranny; HHP Office,,NA,NA,151,hospital,facility,None,None,None,Yes,Screen,No,Does not play music,No lighting,For sale,2.0.0,Yes,FtrScreenCurtain_Remake_2_7,2_7,13630,TnSELRT82cQSPsXY8
curved streetlight,#REF!,Black,Color,NA,NA,No,No,No,NA,NA,None,5200,NFS,10000,Black,Black,1x1,No,2000,Nook Miles,Nook Miles Redemption,,NA,NA,221,local,city life,None,None,Lighting,Yes,Lamp,Yes,Does not play music,Spotlight,Not for sale,2.0.0,Yes,FtrStreetlampCurve_Remake_0_0,0_0,13313,BeK4Tre3a3f2AYDWD
curved streetlight,#REF!,White,Color,NA,NA,No,No,No,NA,NA,None,5200,NFS,10000,White,White,1x1,No,2000,Nook Miles,Nook Miles Redemption,,NA,NA,221,local,city life,None,None,Lighting,Yes,Lamp,Yes,Does not play music,Spotlight,Not for sale,2.0.0,Yes,FtrStreetlampCurve_Remake_1_0,1_0,13313,NPgz4n7XDNqhPoHNj
curved streetlight,#REF!,Brown,Color,NA,NA,No,No,No,NA,NA,None,5200,NFS,10000,Brown,Brown,1x1,No,2000,Nook Miles,Nook Miles Redemption,,NA,NA,221,local,city life,None,None,Lighting,Yes,Lamp,Yes,Does not play music,Spotlight,Not for sale,2.0.0,Yes,FtrStreetlampCurve_Remake_2_0,2_0,13313,BDw7nLZNMu3q5EoQ3
curved streetlight,#REF!,Green,Color,NA,NA,No,No,No,NA,NA,None,5200,NFS,10000,Green,Green,1x1,No,2000,Nook Miles,Nook Miles Redemption,,NA,NA,221,local,city life,None,None,Lighting,Yes,Lamp,Yes,Does not play music,Spotlight,Not for sale,2.0.0,Yes,FtrStreetlampCurve_Remake_3_0,3_0,13313,Xe7zDLM6y7h3ikkPG
cute bed,#REF!,White,Color,NA,NA,No,No,No,NA,NA,None,3100,12000,3000,White,Pink,2x2,No,10800,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,201,fancy,None,cute,None,None,Bed,Bed,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrCuteBedW_Remake_0_0,0_0,3624,T8S2qTcQ28PdMLM6v
cute bed,#REF!,Sky blue,Color,NA,NA,No,No,No,NA,NA,None,3100,12000,3000,Aqua,White,2x2,No,10800,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,201,fancy,None,cute,None,None,Bed,Bed,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrCuteBedW_Remake_1_0,1_0,3624,7oGbfEoXchzDxM5SS
cute bed,#REF!,Yellow,Color,NA,NA,No,No,No,NA,NA,None,3100,12000,3000,Yellow,Orange,2x2,No,10800,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,201,fancy,None,cute,None,None,Bed,Bed,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrCuteBedW_Remake_2_0,2_0,3624,K5FhQSSavu5SrALAa
cute bed,#REF!,Red,Color,NA,NA,No,No,No,NA,NA,None,3100,12000,3000,Red,Red,2x2,No,10800,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,201,fancy,None,cute,None,None,Bed,Bed,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrCuteBedW_Remake_3_0,3_0,3624,yNZorpxoxW3c8YWSt
cute bed,#REF!,Blue,Color,NA,NA,No,No,No,NA,NA,None,3100,12000,3000,Blue,Black,2x2,No,10800,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,201,fancy,None,cute,None,None,Bed,Bed,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrCuteBedW_Remake_4_0,4_0,3624,NThCMdhEzLbbSn3kj
cute chair,#REF!,White,Color,NA,NA,No,No,No,NA,NA,None,1700,4300,1075,White,Pink,1x1,No,3900,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,fancy,None,cute,None,None,Chair,Chair,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrCuteChairS_Remake_0_0,0_0,3999,tzs3akhvQFrFhudEy
cute chair,#REF!,Sky blue,Color,NA,NA,No,No,No,NA,NA,None,1700,4300,1075,Aqua,Blue,1x1,No,3900,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,fancy,None,cute,None,None,Chair,Chair,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrCuteChairS_Remake_1_0,1_0,3999,tivvvrJXKiyvYowQM
cute chair,#REF!,Yellow,Color,NA,NA,No,No,No,NA,NA,None,1700,4300,1075,Yellow,Orange,1x1,No,3900,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,fancy,None,cute,None,None,Chair,Chair,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrCuteChairS_Remake_2_0,2_0,3999,rQxNbx7Kk7iRvobGt
cute chair,#REF!,Red,Color,NA,NA,No,No,No,NA,NA,None,1700,4300,1075,Red,White,1x1,No,3900,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,fancy,None,cute,None,None,Chair,Chair,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrCuteChairS_Remake_3_0,3_0,3999,YxDzqSq6daZPv5GcZ
cute chair,#REF!,Blue,Color,NA,NA,No,No,No,NA,NA,None,1700,4300,1075,Blue,Black,1x1,No,3900,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,fancy,None,cute,None,None,Chair,Chair,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrCuteChairS_Remake_4_0,4_0,3999,w6sh3NFWzPMnuHfBg
cute DIY table,#REF!,White,Color,NA,NA,No,No,No,NA,NA,None,2400,7000,1750,White,Pink,2x1,No,6300,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,fancy,None,cute,None,None,Workbench,Work Bench,No,Does not play music,Spotlight,For sale,1.0.0,Yes,FtrCuteWorkbench_Remake_0_0,0_0,3995,ELzLX57L77astbxHb
cute DIY table,#REF!,Sky blue,Color,NA,NA,No,No,No,NA,NA,None,2400,7000,1750,Aqua,Blue,2x1,No,6300,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,fancy,None,cute,None,None,Workbench,Work Bench,No,Does not play music,Spotlight,For sale,1.0.0,Yes,FtrCuteWorkbench_Remake_1_0,1_0,3995,PSXCm8csqXToGmMse
cute DIY table,#REF!,Yellow,Color,NA,NA,No,No,No,NA,NA,None,2400,7000,1750,Yellow,Orange,2x1,No,6300,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,fancy,None,cute,None,None,Workbench,Work Bench,No,Does not play music,Spotlight,For sale,1.0.0,Yes,FtrCuteWorkbench_Remake_2_0,2_0,3995,n2bTZfj9XMoCRsC4T
cute DIY table,#REF!,Red,Color,NA,NA,No,No,No,NA,NA,None,2400,7000,1750,Red,Red,2x1,No,6300,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,fancy,None,cute,None,None,Workbench,Work Bench,No,Does not play music,Spotlight,For sale,1.0.0,Yes,FtrCuteWorkbench_Remake_3_0,3_0,3995,mcMvwCgMoeD4oCst5
cute DIY table,#REF!,Blue,Color,NA,NA,No,No,No,NA,NA,None,2400,7000,1750,Blue,Black,2x1,No,6300,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,fancy,None,cute,None,None,Workbench,Work Bench,No,Does not play music,Spotlight,For sale,1.0.0,Yes,FtrCuteWorkbench_Remake_4_0,4_0,3995,WgzffyCcHib4YkRTP
cute floor lamp,#REF!,White,Color,NA,NA,No,No,No,NA,NA,None,1700,3500,875,White,Pink,1x1,No,3200,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,fancy,None,cute,None,Lighting,Yes,Lamp,No,Does not play music,Fluorescent,For sale,1.0.0,Yes,FtrCuteLamp_Remake_0_0,0_0,4002,a5RzgbET6vvZauvgt
cute floor lamp,#REF!,Sky blue,Color,NA,NA,No,No,No,NA,NA,None,1700,3500,875,Aqua,Blue,1x1,No,3200,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,fancy,None,cute,None,Lighting,Yes,Lamp,No,Does not play music,Fluorescent,For sale,1.0.0,Yes,FtrCuteLamp_Remake_1_0,1_0,4002,cJTc4gavXjcqikmBH
cute floor lamp,#REF!,Yellow,Color,NA,NA,No,No,No,NA,NA,None,1700,3500,875,Yellow,Purple,1x1,No,3200,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,fancy,None,cute,None,Lighting,Yes,Lamp,No,Does not play music,Fluorescent,For sale,1.0.0,Yes,FtrCuteLamp_Remake_2_0,2_0,4002,Too8dDarzLpdR47GE
cute floor lamp,#REF!,Red,Color,NA,NA,No,No,No,NA,NA,None,1700,3500,875,Red,White,1x1,No,3200,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,fancy,None,cute,None,Lighting,Yes,Lamp,No,Does not play music,Fluorescent,For sale,1.0.0,Yes,FtrCuteLamp_Remake_3_0,3_0,4002,j9z8Bvu9PaRZd7Ruk
cute floor lamp,#REF!,Blue,Color,NA,NA,No,No,No,NA,NA,None,1700,3500,875,Blue,Black,1x1,No,3200,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,fancy,None,cute,None,Lighting,Yes,Lamp,No,Does not play music,Fluorescent,For sale,1.0.0,Yes,FtrCuteLamp_Remake_4_0,4_0,4002,iwKrz5CXjNaB5WTCr
cute sofa,#REF!,White,Color,NA,NA,No,No,No,NA,NA,None,3100,9600,2400,White,Pink,2x1,No,8600,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,fancy,None,cute,None,None,Chair,Sofa,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrCuteChairL_Remake_0_0,0_0,3998,95nrQB2ZGnRfoge7E
cute sofa,#REF!,Sky blue,Color,NA,NA,No,No,No,NA,NA,None,3100,9600,2400,Aqua,Blue,2x1,No,8600,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,fancy,None,cute,None,None,Chair,Sofa,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrCuteChairL_Remake_1_0,1_0,3998,cRNoeh9pN7JAk8wLJ
cute sofa,#REF!,Yellow,Color,NA,NA,No,No,No,NA,NA,None,3100,9600,2400,Yellow,Orange,2x1,No,8600,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,fancy,None,cute,None,None,Chair,Sofa,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrCuteChairL_Remake_2_0,2_0,3998,EPahiFHfus98vyZAd
cute sofa,#REF!,Red,Color,NA,NA,No,No,No,NA,NA,None,3100,9600,2400,Red,White,2x1,No,8600,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,fancy,None,cute,None,None,Chair,Sofa,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrCuteChairL_Remake_3_0,3_0,3998,M2TTTAJWjYfRb62Nt
cute sofa,#REF!,Blue,Color,NA,NA,No,No,No,NA,NA,None,3100,9600,2400,Blue,Black,2x1,No,8600,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,fancy,None,cute,None,None,Chair,Sofa,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrCuteChairL_Remake_4_0,4_0,3998,9CKbxigdABfRndNSQ
cute tea table,#REF!,White,Color,NA,NA,No,No,No,NA,NA,None,1000,3000,750,White,Pink,1x1,Yes,2700,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,fancy,None,cute,None,None,No,Table,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrCuteTableS_Remake_0_0,0_0,4000,FuzPgbonXH2BjR6dk
cute tea table,#REF!,Sky blue,Color,NA,NA,No,No,No,NA,NA,None,1000,3000,750,Aqua,White,1x1,Yes,2700,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,fancy,None,cute,None,None,No,Table,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrCuteTableS_Remake_1_0,1_0,4000,kPoFsiCopPMetatPx
cute tea table,#REF!,Yellow,Color,NA,NA,No,No,No,NA,NA,None,1000,3000,750,Yellow,White,1x1,Yes,2700,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,fancy,None,cute,None,None,No,Table,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrCuteTableS_Remake_2_0,2_0,4000,PXHLJG2iXW5XzpYtK
cute tea table,#REF!,Red,Color,NA,NA,No,No,No,NA,NA,None,1000,3000,750,Red,White,1x1,Yes,2700,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,fancy,None,cute,None,None,No,Table,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrCuteTableS_Remake_3_0,3_0,4000,ZS8rtdEHSnexAEFnA
cute tea table,#REF!,Blue,Color,NA,NA,No,No,No,NA,NA,None,1000,3000,750,Blue,Purple,1x1,Yes,2700,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,fancy,None,cute,None,None,No,Table,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrCuteTableS_Remake_4_0,4_0,4000,vDBt83QLRMk4AdkPT
cute vanity,#REF!,White,Color,NA,NA,No,No,No,NA,NA,None,1700,5400,1350,White,Pink,1x1,No,4900,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,fancy,None,cute,None,Dresser,Mirror,Dresser,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrCuteDresser_Remake_0_0,0_0,4001,y2sCDMvPCTJQz6QB3
cute vanity,#REF!,Sky blue,Color,NA,NA,No,No,No,NA,NA,None,1700,5400,1350,Aqua,Blue,1x1,No,4900,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,fancy,None,cute,None,Dresser,Mirror,Dresser,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrCuteDresser_Remake_1_0,1_0,4001,vscpbHbALbpFEieSN
cute vanity,#REF!,Yellow,Color,NA,NA,No,No,No,NA,NA,None,1700,5400,1350,Yellow,Orange,1x1,No,4900,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,fancy,None,cute,None,Dresser,Mirror,Dresser,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrCuteDresser_Remake_2_0,2_0,4001,djiF4M7fGjwE6XLTf
cute vanity,#REF!,Red,Color,NA,NA,No,No,No,NA,NA,None,1700,5400,1350,Red,White,1x1,No,4900,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,fancy,None,cute,None,Dresser,Mirror,Dresser,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrCuteDresser_Remake_3_0,3_0,4001,o6EDSRzFFEdTedXLq
cute vanity,#REF!,Blue,Color,NA,NA,No,No,No,NA,NA,None,1700,5400,1350,Blue,Black,1x1,No,4900,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,fancy,None,cute,None,Dresser,Mirror,Dresser,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrCuteDresser_Remake_4_0,4_0,4001,oziGuTvYns2yXdJLr
cute wardrobe,#REF!,White,Color,NA,NA,No,No,No,NA,NA,None,2400,7300,1825,White,Pink,1x1,No,6600,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,fancy,None,cute,None,None,Wardrobe,Chest,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrCuteClosetLR_Remake_0_0,0_0,3997,wHaafZ5eGnuiMD3ad
cute wardrobe,#REF!,Sky blue,Color,NA,NA,No,No,No,NA,NA,None,2400,7300,1825,Aqua,Blue,1x1,No,6600,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,fancy,None,cute,None,None,Wardrobe,Chest,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrCuteClosetLR_Remake_1_0,1_0,3997,ognKckZTzCmr6djym
cute wardrobe,#REF!,Yellow,Color,NA,NA,No,No,No,NA,NA,None,2400,7300,1825,Yellow,Orange,1x1,No,6600,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,fancy,None,cute,None,None,Wardrobe,Chest,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrCuteClosetLR_Remake_2_0,2_0,3997,N2jvtPa6kEdTW9zqH
cute wardrobe,#REF!,Red,Color,NA,NA,No,No,No,NA,NA,None,2400,7300,1825,Red,White,1x1,No,6600,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,fancy,None,cute,None,None,Wardrobe,Chest,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrCuteClosetLR_Remake_3_0,3_0,3997,kT76B2eYgPGYqEvps
cute wardrobe,#REF!,Blue,Color,NA,NA,No,No,No,NA,NA,None,2400,7300,1825,Blue,White,1x1,No,6600,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,fancy,None,cute,None,None,Wardrobe,Chest,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrCuteClosetLR_Remake_4_0,4_0,3997,bpg2z9qk9GQSgRrtm
cypress bathtub,#REF!,Light wood,Color,NA,NA,No,No,No,NA,NA,None,3800,13000,3250,Beige,Beige,2x2,No,11700,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,201,public bath,resort,None,None,None,No,Bathtub,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrBathHinoki_Remake_0_0,0_0,7153,RZ87yXKzNe2rnjwP4
cypress bathtub,#REF!,Natural wood,Color,NA,NA,No,No,No,NA,NA,None,3800,13000,3250,Yellow,Yellow,2x2,No,11700,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,201,public bath,resort,None,None,None,No,Bathtub,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrBathHinoki_Remake_1_0,1_0,7153,rYmN3AFFM2HtX73x7
cypress bathtub,#REF!,Dark wood,Color,NA,NA,No,No,No,NA,NA,None,3800,13000,3250,Brown,Brown,2x2,No,11700,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,201,public bath,resort,None,None,None,No,Bathtub,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrBathHinoki_Remake_2_0,2_0,7153,bHqYyWTof37iJvDT3
cypress plant,#REF!,Brown,Planter color,NA,NA,No,No,No,NA,NA,None,1000,1000,250,Green,Brown,1x1,No,900,Poki,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,NA,NA,151,living room,café,None,None,Plant,No,Plants,Yes,Does not play music,No lighting,For sale,1.0.0,Yes,FtrPlantGoldcrest_Remake_0_0,0_0,1829,wSzi2xysZptpApt87
cypress plant,#REF!,Blue,Planter color,NA,NA,No,No,No,NA,NA,None,1000,1000,250,Green,Aqua,1x1,No,900,Poki,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,NA,NA,151,living room,café,None,None,Plant,No,Plants,Yes,Does not play music,No lighting,For sale,1.0.0,Yes,FtrPlantGoldcrest_Remake_1_0,1_0,1829,2TDteYcGh5SnzWxnd
cypress plant,#REF!,Yellow,Planter color,NA,NA,No,No,No,NA,NA,None,1000,1000,250,Green,Yellow,1x1,No,900,Poki,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,NA,NA,151,living room,café,None,None,Plant,No,Plants,Yes,Does not play music,No lighting,For sale,1.0.0,Yes,FtrPlantGoldcrest_Remake_2_0,2_0,1829,SknqGT4FeJekEdPGQ
cypress plant,#REF!,Black,Planter color,NA,NA,No,No,No,NA,NA,None,1000,1000,250,Green,Black,1x1,No,900,Poki,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,NA,NA,151,living room,café,None,None,Plant,No,Plants,Yes,Does not play music,No lighting,For sale,1.0.0,Yes,FtrPlantGoldcrest_Remake_3_0,3_0,1829,vZfjrbssxQJhN7roR
cypress plant,#REF!,White,Planter color,NA,NA,No,No,No,NA,NA,None,1000,1000,250,Green,White,1x1,No,900,Poki,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,NA,NA,151,living room,café,None,None,Plant,No,Plants,Yes,Does not play music,No lighting,For sale,1.0.0,Yes,FtrPlantGoldcrest_Remake_4_0,4_0,1829,EFWmm2a9CeQMF7AFc
dartboard,#REF!,NA,NA,NA,NA,No,No,No,NA,NA,None,NA,5200,1300,Black,Colorful,1x1,No,4700,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,shop,arcade,None,None,None,Yes,Sports,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrDarts,NA,937,xqytxgbx8zNqFiDZM
decayed tree,#REF!,Brown,Variation,NA,NA,Yes,Yes,No,NA,2,Normal,1700,NFS,1200,Brown,Gray,2x2,No,NA,NA,Crafting,,NA,NA,103,horror,nature,None,None,None,No,Plants,Yes,Does not play music,No lighting,Not for sale,2.0.0,Yes,FtrDeadtree_Remake_0_0,0_0,14549,zFvaJGZBNKGkKkprW
decayed tree,#REF!,Dark brown,Variation,NA,NA,Yes,Yes,No,NA,2,Normal,1700,NFS,1200,Brown,Brown,2x2,No,NA,NA,Crafting,,NA,NA,103,horror,nature,None,None,None,No,Plants,Yes,Does not play music,No lighting,Not for sale,2.0.0,Yes,FtrDeadtree_Remake_1_0,1_0,14549,okwyhht78AugJfo4y
decayed tree,#REF!,White,Variation,NA,NA,Yes,Yes,No,NA,2,Normal,1700,NFS,1200,White,White,2x2,No,NA,NA,Crafting,,NA,NA,103,horror,nature,None,None,None,No,Plants,Yes,Does not play music,No lighting,Not for sale,2.0.0,Yes,FtrDeadtree_Remake_2_0,2_0,14549,pAeKfKMBRmsSxBGR5
decayed tree,#REF!,Mossy,Variation,NA,NA,Yes,Yes,No,NA,2,Normal,1700,NFS,1200,Brown,Green,2x2,No,NA,NA,Crafting,,NA,NA,103,horror,nature,None,None,None,No,Plants,Yes,Does not play music,No lighting,Not for sale,2.0.0,Yes,FtrDeadtree_Remake_3_0,3_0,14549,S4SmnQAsHRj9hbByN
