ID,Label,Villager,Required Indoor Furniture 1,Required Indoor Furniture 2,Required Indoor Furniture 3,Required Outdoor Furniture 1,Required Outdoor Furniture 2,Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,ham09,Marlo,den chair,den desk,rotary phone,,,K.K. Love Song,antique chair,director's chair,imperial dining chair,double sofa,antique console table,imperial low table,antique table,antique bureau,antique bed,imperial bed,safe,antique wardrobe,imperial chest,trophy case,imperial partition,plant partition,gazebo,studio spotlight,projection screen,video camera,retro stereo,gong,fireplace,whirlpool bath,monstera,luxury car,western-style stone,plate armor,antique clock,fine vase,traditional tea set,table lamp,candle,golden candlestick,film projector,anthurium plant,aluminum briefcase,pile of cash,gold bars,incense burner,chessboard,porcelain vase,decorative plate,Marlo's photo,imperial decorative shelves,imperial dining lantern,wall-mounted candle,fancy frame,wooden-plank sign,deer decoration,basic painting,worthy painting,Marlo's poster,chandelier,ceiling fan,black hallway wall,brown-crown wall,harmonious wall,classic-library wall,cityscape wall,dark parquet flooring,black iron-parquet flooring,dark-block flooring,stone tile,red kilim-style carpet,brown shaggy rug,red Persian rug,elegant black rug,brown cow-print rug,tuxedo jacket (White),tuxedo jacket (Gray),tuxedo jacket (Black),slacks (White),slacks (Gray),slacks (Black),slacks (Red),slacks (Blue),slacks (Navy blue),slacks (Beige),fedora (White),fedora (Gray),fedora (Black),fedora (Red),fedora (Green),fedora (Beige),tiny shades (Black),tiny shades (Berry red),tiny shades (Gold),everyday socks (White),everyday socks (Gray),everyday socks (Black),everyday socks (Navy blue),everyday socks (Brown),everyday socks (Beige),business shoes (Black),business shoes (Brown),red roses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,hip00,Rocco,cone,safety barrier,,,,Surfin' K.K.,sleeping bag,cardboard bed,safe,tool cart,steel fence,fence,round streetlight,diner neon sign,portable toilet,garbage can,garbage bin,trash bags,scattered papers,drink machine,creepy skeleton,truck,bulldozer,steamroller,cement mixer,jackhammer,construction sign,tire stack,oil barrel,stepladder,construction scaffolding,iron frame,manhole cover,fire hydrant,crosswalk signal,utility pole,monster statue,campfire,tiki torch,tank,handcart,bottle crate,cardboard box,stacked bottle crates,decorative bottles,backlit sign,tape deck,cassette player,portable radio,recycled-paper bundle,paint cans,spray can,camp stove,plastic canister,metal can,dinosaur toy,Rocco's photo,iron wall lamp,wall-mounted neon lamps,exit sign,surveillance camera,Rocco's poster,ramshackle wall,construction-site wall,street-art wall,jungle wall,magma-cavern wall,ramshackle flooring,construction-site flooring,jungle flooring,hopscotch flooring,lava flooring,brown shaggy rug,black blocks rug,rough rug,skull rug,danger tank,detective's coat (Gray),detective's coat (Brown),detective's coat (Beige),skull tee (Black),skull tee (Purple),skull tee (Beige),trench coat (Red),trench coat (Orange),trench coat (Light blue),trench coat (Navy blue),trench coat (Beige),camo pants (Brown),camo pants (Gray),camo pants (Red),camo pants (Pink),camo pants (Avocado),camo pants (Blue),camo pants (Purple),detective hat (Gray),detective hat (Brown),detective hat (Beige),gas mask (Black),gas mask (Avocado),barbed-wire fence,spiky fence,empty can,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,hip02,Bubbles,bistro table,poolside bed,,wave breaker,,K.K. Calypso,garden chair,peacock chair,rattan armchair,garden table,rattan end table,rattan low table,beach chair,beach towel,shell bed,beach chairs with parasol,shell arch,palm-tree lamp,studio spotlight,video camera,fan palm,monstera,changing room,Mr. Flamingo,Mrs. Flamingo,sand castle,shell fountain,colorful juice,coconut juice,shell lamp,SLR camera,cute music player,shell speaker,shell music box,rattan towel basket,beach ball,Bubbles's photo,Bubbles's poster,mangrove wall,tropical vista,underwater wall,sandy-beach flooring,underwater flooring,water flooring,oasis flooring,simple pink bath mat,brown wooden-deck rug,white wooden-deck rug,tropical rug,bold aloha shirt (Pink),bold aloha shirt (Navy blue),garden tank (Pink),garden tank (Orange),garden tank (Green),garden tank (Blue),pineapple aloha shirt (Red),pineapple aloha shirt (Pink),pineapple aloha shirt (Orange),pineapple aloha shirt (Yellow),pineapple aloha shirt (Green),pineapple aloha shirt (Blue),pineapple aloha shirt (Purple),pineapple aloha shorts (Red),pineapple aloha shorts (Pink),pineapple aloha shorts (Orange),pineapple aloha shorts (Yellow),pineapple aloha shorts (Green),pineapple aloha shorts (Blue),pineapple aloha shorts (Purple),bathrobe (White),bathrobe (Black),bathrobe (Pink),bathrobe (Green),bathrobe (Blue),bathrobe (Purple),bathrobe (Brown),hibiscus muumuu (Red),hibiscus muumuu (Pink),hibiscus muumuu (Yellow),tropical muumuu (White),tropical muumuu (Pink),tropical muumuu (Yellow),tropical muumuu (Mint),tropical muumuu (Blue),crown,flashy hairpin (White),flashy hairpin (Black),flashy hairpin (Pink),flashy hairpin (Orange),flashy hairpin (Green),flashy hairpin (Blue),flashy hairpin (Purple),hibiscus hairpin (White),hibiscus hairpin (Red),hibiscus hairpin (Pink),hibiscus hairpin (Yellow),ribboned garden hat (Pink),ribboned garden hat (Brown),ribboned garden hat (Black),ribboned garden hat (Blue),heart shades (Pink),heart shades (Yellow),heart shades (Green),heart shades (Blue),heart shades (Purple),flower sandals (White),flower sandals (Black),flower sandals (Pink),flower sandals (Yellow),flower sandals (Green),flower sandals (Blue),flower sandals (Purple),water sandals (Red),water sandals (Pink),water sandals (Orange),water sandals (Yellow),water sandals (Green),water sandals (Light blue),water sandals (Navy blue),water sandals (Purple),lacy parasol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,hip03,Bertha,picnic basket,rattan towel basket,fruit basket,,,Wandering,peacock chair,rattan armchair,rattan stool,rattan end table,rattan low table,rattan bed,stroller,pet bed,rattan wardrobe,rattan vanity,pergola,monstera,schefflera,rattan waste bin,stacked shopping baskets,birdcage,ball catcher,basketball hoop,bamboo basket,bamboo lunch box,veggie basket,apple pie,rattan table lamp,shopping basket,Bertha's photo,coconut wall planter,hanging terrarium,potted ivy,tree branch wreath,Bertha's poster,wooden pendant light,vine garland,chic wall,lattice wall,rope-net wall,backyard-fence wall,rattan flooring,light herringbone flooring,gold iron-parquet flooring,white honeycomb tile,daisy meadow,rope-net flooring,white simple medium mat,peach stripes rug,oval entrance mat,round vine rug,basketball tank (Black),basketball tank (Red),basketball tank (Orange),basketball tank (Yellow),basketball tank (Green),basketball tank (Light blue),basketball tank (Blue),basketball tank (Purple),basketball shorts (Black),basketball shorts (Red),basketball shorts (Orange),basketball shorts (Yellow),basketball shorts (Green),basketball shorts (Light blue),basketball shorts (Blue),basketball shorts (Purple),casual chic dress (Pink),casual chic dress (Yellow),casual chic dress (Green),casual chic dress (Light blue),casual chic dress (Navy blue),casual chic dress (Purple),fishnet tights (White),fishnet tights (Black),fishnet tights (Red),hand-knit socks (Orange),hand-knit socks (Green),hand-knit socks (Purple),basketball shoes (Red),basketball shoes (Pink),basketball shoes (Orange),basketball shoes (Green),basketball shoes (Light blue),basketball shoes (Blue),basketball shoes (Purple),basketball shoes (Beige),basket bag (Light brown),basket bag (Brown),basket pack,diamond-weave basket bag,hand-knit pouch (Green),hand-knit pouch (Purple),knitted-grass backpack,striped basket bag (Brown),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,hip04,Biff,science pod,amazing machine,,flying saucer,,K.K. Adventure,lab chair,strategic meeting table,cold sleep pod,throwback rocket,server,operating-room cart,EKG machine,robot arm,inspection equipment,conveyor belt,unknown machine,spaceship control panel,astronaut suit,crewed spaceship,satellite,space shuttle,lunar lander,rocket,asteroid,telescope,parabolic antenna,robot hero,tank,futuristic meal,lab-experiments set,electronics kit,microscope,tin robot,Biff's photo,Biff's poster,robo-wall,operating-room wall,laboratory wall,sci-fi wall,operating-room flooring,robo-flooring,future-tech flooring,sci-fi flooring,gray floor tiles,aluminum rug,Earth rug,cyber suit (Pink),cyber suit (Yellow),cyber suit (Blue),power suit (Black),power suit (Red),power suit (Green),power suit (Blue),power helmet (Black),power helmet (Red),power helmet (Green),power helmet (Blue),cyber shades (Silver),cyber shades (Black),cyber shades (Red),cyber shades (Yellow),cyber shades (Green),cyber shades (Purple),HMD,silly glasses (Purple),silly glasses (Pink),silly glasses (Yellow),silly glasses (Light blue),silly glasses (Blue),silly glasses (White),power boots (Black),power boots (Red),power boots (Green),power boots (Blue),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,hip05,Bitty,magazine,SLR camera,,,,K.K. Moody,den chair,modern office chair,Nordic chair,Nordic sofa,meeting-room table,Nordic low table,Nordic lowboard,Nordic table,den desk,office desk,poolside bed,office cabinet,short file cabinet,tall file cabinet,large magazine rack,wooden bookshelf,iron hanger stand,hanger rack,full-length mirror,simple panel,curtain partition,folding floor lamp,studio spotlight,video camera,copy machine,schefflera,whiteboard,dress mannequin,snack machine,laptop,desktop computer,book stands,stacked magazines,document stack,office materials,sewing project,cordless phone,fax machine,stack of clothes,stacked shoeboxes,fragrance sticks,Bitty's photo,wall planter,Bitty's poster,Nordic pendant light,ceiling spotlight,purple quilt wall,white window-panel wall,office wall,basic wall,stripe flooring,monochromatic dot flooring,colorful tile flooring,simple purple flooring,simple white flooring,white simple medium mat,white simple small mat,purple shaggy rug,natural-wood square tile,business suitcoat (Gray),business suitcoat (Black),business suitcoat (Berry red),business suitcoat (Blue),business suitcoat (Navy blue),career jacket (Gray),career jacket (Red),career jacket (Peach),career jacket (Pink),career jacket (Green),career jacket (Light blue),career jacket (Blue),career jacket (Beige),collarless coat (Gray),collarless coat (Pink),collarless coat (Beige),rose-print jacket (Red roses on black),rose-print jacket (Orange roses on blue),rose-print jacket (Blue roses on white),rose-print jacket (Yellow roses on white),sleeveless dress shirt (White),sleeveless dress shirt (Pink),sleeveless dress shirt (Orange),sleeveless dress shirt (Green),sleeveless dress shirt (Blue),work shirt (White-striped necktie),work shirt (Red-striped necktie),work shirt (Green-striped necktie),work shirt (Blue-striped necktie),work shirt (Purple-striped necktie),career skirt (Gray),career skirt (Red),career skirt (Peach),career skirt (Pink),career skirt (Green),career skirt (Light blue),career skirt (Blue),career skirt (Beige),cuffed pants (Gray),cuffed pants (Green),cuffed pants (Purple),cuffed pants (Brown),rose-print skirt (Red roses on black),rose-print skirt (Orange roses on blue),rose-print skirt (Blue roses on white),rose-print skirt (Yellow roses on white),rose-print slacks (Red roses on black),rose-print slacks (Orange roses on blue),rose-print slacks (Blue roses on white),rose-print slacks (Yellow roses on white),slacks (White),slacks (Gray),slacks (Black),slacks (Red),slacks (Blue),slacks (Navy blue),slacks (Beige),striped bell-bottoms (Red),striped bell-bottoms (Orange),striped bell-bottoms (Yellow),striped bell-bottoms (Green),gumdrop dress (Pop),gumdrop dress (Cool),marble-print dress (Pink),marble-print dress (Orange),marble-print dress (Green),marble-print dress (Blue),marble-print dress (Purple),flower sandals (White),flower sandals (Black),flower sandals (Pink),flower sandals (Yellow),flower sandals (Green),flower sandals (Blue),flower sandals (Purple),loafers (White),loafers (Black),loafers (Red),loafers (Pink),loafers (Yellow),loafers (Blue),loafers (Brown),rubber-toe high tops (Ivory),rubber-toe high tops (Black),rubber-toe high tops (Berry red),rubber-toe high tops (Pink),rubber-toe high tops (Coral),rubber-toe high tops (Olive),rubber-toe high tops (Blue),rubber-toe high tops (Beige),vinyl round-toed pumps (White),vinyl round-toed pumps (Black),vinyl round-toed pumps (Pink),vinyl round-toed pumps (Mint),vinyl round-toed pumps (Brown),vinyl round-toed pumps (Beige),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,hip08,Harry,sloppy sofa,sloppy sink,,,,K.K. Lament,sloppy table,tea table,futon,sloppy bed,mini fridge,trash bags,pile of cardboard boxes,cardboard box,cans,decorative bottles,yunomi teacup,instant noodles,snack,carton beverage,bottled beverage,LCD TV (20 in.),LCD TV (50 in.),TV with VCR,Nintendo Switch,Nintendo Switch Lite,tape deck,nearly busted radio,tangled cords,stack of books,magazine,stacked magazines,recycled-paper bundle,model kit,model kits,Harry's photo,Harry's poster,dojo wall,dirt-clod wall,old wallpaper,manga-library wall,old board flooring,rush tatami,paintball flooring,garbage-heap flooring,shanty mat,sloppy rug,brown argyle rug,brown kitchen mat,frugal dress (Green),frugal dress (Blue-gray),frugal dress (Brown),frugal outfit (Green),frugal outfit (Blue-gray),frugal outfit (Brown),frugal hat (Green),frugal hat (Blue-gray),frugal hat (Brown),canned green tea,spoiled turnips,boot,empty can,old tire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,hip09,Hippeux,modeling clay,painting set,iron worktable,,,K.K. Milonga,box-shaped seat,log stool,cool sofa,wild log bench,project table,sloppy bed,wooden bookshelf,iron shelf,medicine chest,DIY workbench,utility sink,folding floor lamp,garbage can,trash bags,scattered papers,small cardboard boxes,stepladder,sand castle,garden rock,flat garden rock,frozen sculpture,motherly statue,rock-head statue,classic pitcher,unglazed dish set,decorative bottles,instant noodles,snack,SLR camera,tangled cords,tin bucket,book,stack of books,wooden toolbox,chainsaw,decoy duck,wooden-block toy,Hippeux's photo,iron wall lamp,wall-mounted tool board,broom and dustpan,wooden-plank sign,macrame tapestry,Hippeux's poster,paintball wall,white-brick wall,wavy-tile wall,street-art wall,light wood-pattern flooring,paintball flooring,slate flooring,brown argyle-tile flooring,simple medium avocado mat,sloppy rug,monochromatic wavy rug,aluminum rug,groovy shirt (Red),groovy shirt (Orange),groovy shirt (Green),retro sweater (White),retro sweater (Yellow),retro sweater (Blue),retro sweater (Purple),work apron (Avocado),work apron (Orange),beret (White),beret (Gray),beret (Berry red),beret (Mustard),beret (Green),beret (Blue),terry-cloth do-rag (White),terry-cloth do-rag (Black),terry-cloth do-rag (Berry red),terry-cloth do-rag (Yellow),terry-cloth do-rag (Blue),terry-cloth do-rag (Brown),curly mustache (Hair Color),octagonal glasses (Gray),octagonal glasses (Black),octagonal glasses (Green),octagonal glasses (Purple),octagonal glasses (Gold),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,hrs00,Buck,shower booth,upright locker,outdoor bench,,,K.K. Ragtime,box corner sofa,box sofa,plastic bench,cool side table,cool low table,beach towel,wooden locker,school locker,full-length mirror,curtain partition,mini fridge,water cooler,bathroom sink,digital scale,garbage bin,changing room,barbell,weight bench,pull-up-bar stand,exercise ball,handy water cooler,bottled beverage,bath bucket,dispenser,rattan towel basket,magazine,first-aid kit,Buck's photo,wall-mounted TV (50 in.),wall clock,wall fan,shower set,bathroom towel rack,exit sign,Buck's poster,fluorescent light,ceiling fan,concrete wall,gray locker-room wall,red locker-room wall,blue tile wall,rubber-tile flooring,old stone-tile flooring,monochromatic tile flooring,blue rubber flooring,ivory simple bath mat,simple navy bath mat,white exercise mat,light bamboo rug,football shirt (White),football shirt (Black),football shirt (Berry red),football shirt (Red),football shirt (Yellow),football shirt (Green),football shirt (Turquoise),football shirt (Blue),soccer-uniform top (White),soccer-uniform top (Black),soccer-uniform top (Red),soccer-uniform top (Orange),soccer-uniform top (Yellow),soccer-uniform top (Green),soccer-uniform top (Light blue),soccer-uniform top (Blue),football pants (White),football pants (Black),football pants (Berry red),football pants (Red),football pants (Yellow),football pants (Green),football pants (Turquoise),football pants (Blue),soccer shorts (White),soccer shorts (Black),soccer shorts (Red),soccer shorts (Orange),soccer shorts (Green),soccer shorts (Light blue),soccer shorts (Blue),soccer shorts (Navy blue),bath-towel wrap (White),bath-towel wrap (Black),bath-towel wrap (Pink),bath-towel wrap (Green),bath-towel wrap (Blue),bath-towel wrap (Purple),bath-towel wrap (Brown),ice-hockey uniform (White & red),ice-hockey uniform (White & blue),ice-hockey uniform (Gray),ice-hockey uniform (Berry red),ice-hockey uniform (Orange),ice-hockey uniform (Green),ice-hockey uniform (Light blue),ice-hockey uniform (Blue),dotted shower cap (Pink),dotted shower cap (Blue),football helmet (White),football helmet (Black),football helmet (Berry red),football helmet (Red),football helmet (Yellow),football helmet (Green),football helmet (Turquoise),football helmet (Blue),shower sandals (White),shower sandals (Black),shower sandals (Red),shower sandals (Gold),shower sandals (Blue),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,hrs01,Victoria,dreamy bed,cute floor lamp,tulip surprise box,,,K.K. Love Song,cute chair,Nordic chair,crescent-moon chair,mum cushion,cute sofa,Nordic sofa,cute tea table,pansy table,pear bed,cute bed,cute wardrobe,pear wardrobe,dreamy shelves,cute vanity,cute DIY table,lily record player,trumpet,alto saxophone,drum set,refrigerator,claw-foot tub,glowing-moss balloon,yellow-leaf pile,moon,springy ride-on,illuminated present,illuminated reindeer,omurice,apple jelly,nova light,cute music player,star clock,bath bucket,toy duck,humidifier,dreamy unicorn toy,Victoria's photo,dreamy wall rack,throwback wall clock,cute wall-mounted clock,starry garland,glow-in-the-dark stickers,butterfly-fish model,flowery painting,Victoria's poster,enamel lamp,milk-glass lamp,drapery,yellow heart-pattern wall,cute yellow wall,yellow-striped wall,rose wall,yellow quilt wall,yellow floral flooring,white-paint flooring,cute yellow-tile flooring,pastel puzzle flooring,yellow Hawaiian quilt rug,yellow argyle rug,yellow stripes rug,yellow kitchen mat,yellow medium round mat,yellow small round mat,yellow rose rug,yellow star rug,dolly shirt (Yellow),Hawaiian-print apron (Yellow),one-ball tee,simple-dots tee (Yellow),striped shirt (Yellow),formal shorts (Yellow),long polka skirt (Yellow),belted dotted dress (Yellow),blossom dress (Yellow),dollhouse dress (Yellow),jockey uniform (Ring),pineapple dress,jockey's helmet (Yellow),pineapple cap,ribbon (Yellow),ribboned straw hat (Black),ribboned straw hat (Pink),ribboned straw hat (Light blue),oval glasses (Mustard),frilly knee-high socks (Yellow),frilly socks (Yellow),striped socks (Yellow),cute sneakers (Yellow),mary janes (Yellow),rain boots (Yellow),ribbon sandals (Yellow),lemon umbrella,pineapple umbrella,yellow balloon,yellow cosmos,yellow hyacinths,yellow lilies,yellow roses,yellow tulips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,hrs02,Savannah,mini-cactus set,,,baobab,cactus,K.K. Safari,outdoor folding chair,vine hanging chair,log stool,stone stool,vine bench,log bench,outdoor folding table,log round table,stone table,hay bed,pergola,cacao tree,giant vine,titan arum,greenhouse box,grass standee,tree standee,tiki torch,wheat field,lantern,SLR camera,succulent plant,terrarium,firewood,pot,metal pot,Savannah's photo,coconut wall planter,hanging terrarium,pitcher plant,wall planter,Savannah's poster,vine garland,jungle wall,mangrove wall,desert vista,starry-sky wall,zebra-print flooring,jungle flooring,Saharah's desert,oasis flooring,retro dotted rug,brown cow-print rug,botanical rug,round vine rug,animal-stripes tee (Zebra),animal-stripes tee (Tiger),explorer tee (Beige),explorer tee (Avocado),explorer tee (Blue),explorer tee (Camel),leopard tee (Gray),leopard tee (Pink),leopard tee (Yellow),leopard tee (Green),explorer shorts (Beige),explorer shorts (Avocado),explorer shorts (Blue),explorer shorts (Camel),explorer's hat (Beige),explorer's hat (Avocado),explorer's hat (Blue),explorer's hat (Camel),imitation cow skull,everyday tights (White),everyday tights (Light gray),everyday tights (Gray),everyday tights (Black),everyday tights (Navy blue),everyday tights (Beige),tube socks (Red),tube socks (Orange),tube socks (Green),tube socks (Blue),tube socks (Berry red),tube socks (Dark green),tube socks (Navy blue),tube socks (Purple),trekking shoes (White),trekking shoes (Gray),trekking shoes (Black),trekking shoes (Yellow),trekking shoes (Light blue),trekking shoes (Purple),trekking shoes (Orange),trekking shoes (Brown),traveler's backpack (Orange),traveler's backpack (Blue),traveler's backpack (Brown),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,hrs03,Elmer,no-show socks,merchandise table,checkout counter,,,K.K. Mambo,Moroccan footrest,boxy stool,simple table,cool low table,ironwood low table,ironwood table,counter table,medium wooden partition,schefflera,pile of cardboard boxes,caged cart,display stand,lighted display stand,sample case,vertical banner,shopping cart,cardboard box,backlit sign,laptop,portable record player,modern cash register,touchscreen cash register,sturdy paper bag,shopping basket,tabletop POP display,Elmer's photo,simple wall shelf,Elmer's poster,wooden pendant light,hanging sign,modern wood wall,abstract wall,blue intricate wall,white-shelving wall,birch flooring,modern wood flooring,jointed-mat flooring,simple white flooring,red-and-blue checked rug,rough rug,yellow medium round mat,blue message mat,Chimayo vest (White),Chimayo vest (Red),Chimayo vest (Light blue),Chimayo vest (Navy blue),argyle crew socks (White),argyle crew socks (Gray),argyle crew socks (Red),argyle crew socks (Pink),argyle crew socks (Orange),argyle crew socks (Green),argyle crew socks (Blue),argyle crew socks (Beige),back-bow socks (White),back-bow socks (Black),back-bow socks (Pink),back-bow socks (Yellow),back-bow socks (Peacock blue),back-bow socks (Blue),crocheted socks (Gray),crocheted socks (Purple),crocheted socks (Blue),crocheted socks (Beige),funny-face socks (Black),funny-face socks (Red),funny-face socks (Pink),funny-face socks (Green),funny-face socks (Blue),geometric-print socks (Pink),geometric-print socks (Yellow),geometric-print socks (Green),geometric-print socks (Peacock blue),geometric-print socks (Purple),geometric-print socks (Beige),hand-knit socks (Orange),hand-knit socks (Green),hand-knit socks (Purple),layered socks (Red),layered socks (Orange),layered socks (Yellow),layered socks (Green),layered socks (Blue),layered socks (Purple),semi-opaque socks (Red),semi-opaque socks (Purple),semi-opaque socks (Camel),semi-opaque socks (Avocado),semi-opaque socks (Green),semi-opaque socks (Blue),semi-opaque socks (Navy blue),semi-opaque socks (Brown),soccer socks (White),soccer socks (Black),soccer socks (Red),soccer socks (Orange),soccer socks (Green),soccer socks (Light blue),soccer socks (Blue),striped socks (Monotone),striped socks (Red),striped socks (Orange),striped socks (Yellow),striped socks (Green),striped socks (Light blue),striped socks (Blue),striped socks (Purple),terry-cloth socks (Gray),terry-cloth socks (Red),terry-cloth socks (Pink),terry-cloth socks (Green),terry-cloth socks (Blue),terry-cloth socks (Purple),terry-cloth socks (Beige),wave-print socks (Gray),wave-print socks (Green),wave-print socks (Blue),wave-print socks (Purple),wave-print socks (Brown),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,hrs04,Roscoe,cool low table,cool sofa,,,,K.K. Rock,cool chair,boxy stool,cool side table,iron worktable,cool bed,throwback race-car bed,iron closet,iron shelf,system kitchen,folding floor lamp,projection screen,DJ's turntable,silver mic,clarinet,round space heater,Mama panda,dartboard,stand mixer,soup kettle,frying pan,squid-ink spaghetti,iced coffee,LCD TV (50 in.),tablet device,throwback skull radio,upright speaker,record box,professional headphones,chessboard,Roscoe's photo,iron wall lamp,studio wall spotlight,crest doorplate,Roscoe's poster,ceiling spotlight,black-brick wall,shutter wall,black two-toned tile wall,black-crown wall,stone tile,white-brick flooring,gray vinyl flooring,parking flooring,simple medium black mat,white simple medium mat,gray floor tiles,simple entrance mat,biker jacket (Black),biker jacket (Red),biker jacket (Yellow),biker jacket (Blue),biker jacket (Brown),biker jacket (Beige),faux-hair sweater (White),faux-hair sweater (Red),pleather pants (Black),pleather pants (Red),pleather pants (Yellow),pleather pants (Blue),pleather pants (Brown),pleather pants (Beige),pleather skirt (Black),pleather skirt (Red),pleather skirt (Yellow),pleather skirt (Blue),pleather skirt (Brown),pleather skirt (Beige),lace-up boots (White),lace-up boots (Black),lace-up boots (Red),lace-up boots (Brown),bat umbrella,black tulips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,hrs05,Winnie,springy ride-on,wooden bucket,,covered wagon,,K.K. Country,log stool,wild log bench,log round table,hay bed,wooden wardrobe,log stakes,storefront,wood-burning stove,pile of leaves,plaza merry-go-round,barrel,rocking horse,sleigh,wooden box,signpost,plain wooden shop sign,handcart,hose reel,brick well,stacked bags,tin bucket,Winnie's photo,wall fan,broom and dustpan,Winnie's poster,cabin wall,wild-wood wall,backyard-fence wall,rice-paddy wall,racetrack flooring,backyard lawn,colored-leaves flooring,dirt flooring,shanty mat,rough rug,natural-wood square tile,brown wooden-deck rug,cowboy shirt (Red),cowboy shirt (Brown),cowboy shirt (Light blue),cowboy shirt (Blue),cowboy shirt (White),western shirt (Black),western shirt (Pink),western shirt (Yellow),western shirt (Blue),fringe skirt (White),fringe skirt (Black),fringe skirt (Berry red),fringe skirt (Yellow),fringe skirt (Green),fringe skirt (Blue),fringe skirt (Camel),western pants,jockey uniform (Zigzag),jockey uniform (Vertical stripes),jockey uniform (Double sash),jockey uniform (Sash),jockey uniform (Checkered),jockey uniform (Ring),jockey uniform (Diamonds),jockey uniform (Stars),jockey's helmet (White),jockey's helmet (Black),jockey's helmet (Red),jockey's helmet (Pink),jockey's helmet (Orange),jockey's helmet (Yellow),jockey's helmet (Green),jockey's helmet (Blue),outback hat (White),outback hat (Red),outback hat (Pink),outback hat (Brown),outback hat (Beige),cowboy boots (Ivory),cowboy boots (Black),cowboy boots (Pink),cowboy boots (Blue),cowboy boots (Brown),shovel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
